#1	
double load(8760,3) # P(kW) & Q (kvar)	
6390000, 0.96110388, 0.384441552
6393600, 0.76918248, 0.307672992
6397200, 0.66323448, 0.265293792
6400800, 0.63674748, 0.254698992
6404400, 0.61343892, 0.245375568
6408000, 0.635688, 0.2542752
6411600, 0.67065084, 0.268260336
6415200, 0.84652452, 0.338609808
6418800, 1.1760228, 0.47040912
6422400, 1.2342942, 0.49371768
6426000, 1.1601306, 0.46405224
6429600, 1.12516776, 0.450067104
6433200, 1.17814176, 0.471256704
6436800, 1.22581836, 0.490327344
6440400, 1.14000048, 0.456000192
6444000, 1.07643168, 0.430572672
6447600, 0.9482346, 0.37929384
6451200, 0.94399668, 0.377598672
6454800, 0.98955432, 0.395821728
6458400, 1.22475888, 0.489903552
6462000, 1.60723116, 0.642892464
6465600, 1.69834644, 0.679338576
6469200, 1.58180364, 0.632721456
6472800, 1.271376, 0.5085504
6476400, 0.99803016, 0.399212064
6480000, 0.825822, 0.3303288
6483600, 0.721764, 0.2887056
6487200, 0.663093, 0.2652372
6490800, 0.639846, 0.2559384
6494400, 0.637632, 0.2550528
6498000, 0.665307, 0.2661228
6501600, 0.738369, 0.2953476
6505200, 0.932094, 0.3728376
6508800, 1.216593, 0.4866372
6512400, 1.316223, 0.5264892
6516000, 1.300725, 0.52029
6519600, 1.343898, 0.5375592
6523200, 1.495557, 0.5982228
6526800, 1.31733, 0.526932
6530400, 1.243161, 0.4972644
6534000, 1.072683, 0.4290732
6537600, 1.053864, 0.4215456
6541200, 1.077111, 0.4308444
6544800, 1.264194, 0.5056776
6548400, 1.607364, 0.6429456
6552000, 1.641681, 0.6566724
6555600, 1.485594, 0.5942376
6559200, 1.247589, 0.4990356
6562800, 1.025082, 0.4100328
6566400, 0.84370356, 0.337481424
6570000, 0.74457684, 0.297830736
6573600, 0.64545012, 0.258180048
6577200, 0.64545012, 0.258180048
6580800, 0.62404776, 0.249619104
6584400, 0.64882944, 0.259531776
6588000, 0.69501348, 0.278005392
6591600, 0.8223012, 0.32892048
6595200, 1.06335936, 0.425343744
6598800, 1.30892328, 0.523569312
6602400, 1.47676284, 0.590705136
6606000, 1.61982072, 0.647928288
6609600, 1.61869428, 0.647477712
6613200, 1.3742568, 0.54970272
6616800, 1.239084, 0.4956336
6620400, 1.11742848, 0.446971392
6624000, 1.0475892, 0.41903568
6627600, 1.0813824, 0.43255296
6631200, 1.25147484, 0.500589936
6634800, 1.63446444, 0.653785776
6638400, 1.72120032, 0.688480128
6642000, 1.56800448, 0.627201792
6645600, 1.24584264, 0.498337056
6649200, 0.97887636, 0.391550544
6652800, 0.76882648, 0.307530592
6656400, 0.66252226, 0.265008904
6660000, 0.63030886, 0.252123544
6663600, 0.60883326, 0.243533304
6667200, 0.6227924, 0.24911696
6670800, 0.67218628, 0.268874512
6674400, 0.84935998, 0.339743992
6678000, 1.12961656, 0.451846624
6681600, 1.25954394, 0.503817576
6685200, 1.28424088, 0.513696352
6688800, 1.28960978, 0.515843912
6692400, 1.3046427, 0.52185708
6696000, 1.32182318, 0.528729272
6699600, 1.16182996, 0.464731984
6703200, 1.02760746, 0.411042984
6706800, 0.92559836, 0.370239344
6710400, 0.93526238, 0.374104952
6714000, 0.97606602, 0.390426408
6717600, 1.22625676, 0.490502704
6721200, 1.66113766, 0.664455064
6724800, 1.71160532, 0.684642128
6728400, 1.57523526, 0.630094104
6732000, 1.22518298, 0.490073192
6735600, 0.94814774, 0.379259096
6739200, 0.74570364, 0.298281456
6742800, 0.6470982, 0.25883928
6746400, 0.62347398, 0.249389592
6750000, 0.61320258, 0.245281032
6753600, 0.62347398, 0.249389592
6757200, 0.65326104, 0.261304416
6760800, 0.8422548, 0.33690192
6764400, 1.1401254, 0.45605016
6768000, 1.17915672, 0.471662688
6771600, 1.14936966, 0.459747864
6775200, 1.0990398, 0.43961592
6778800, 1.14731538, 0.458926152
6782400, 1.2222966, 0.48891864
6786000, 1.08568698, 0.434274792
6789600, 0.98400012, 0.393600048
6793200, 0.87512328, 0.350049312
6796800, 0.86690616, 0.346762464
6800400, 0.9449688, 0.37798752
6804000, 1.18942812, 0.475771248
6807600, 1.5715242, 0.62860968
6811200, 1.67012964, 0.668051856
6814800, 1.54789998, 0.619159992
6818400, 1.2377037, 0.49508148
6822000, 0.95421306, 0.381685224
6825600, 0.75891018, 0.303564072
6829200, 0.66733572, 0.266934288
6832800, 0.64312638, 0.257250552
6836400, 0.62312736, 0.249250944
6840000, 0.63260058, 0.253040232
6843600, 0.66628314, 0.266513256
6847200, 0.842064, 0.3368256
6850800, 1.1157348, 0.44629392
6854400, 1.15152252, 0.460609008
6858000, 1.18625766, 0.474503064
6861600, 1.14836478, 0.459345912
6865200, 1.18625766, 0.474503064
6868800, 1.27467438, 0.509869752
6872400, 1.1420493, 0.45681972
6876000, 1.03994904, 0.415979616
6879600, 0.93258588, 0.373034352
6883200, 0.90627138, 0.362508552
6886800, 0.95574264, 0.382297056
6890400, 1.19046798, 0.476187192
6894000, 1.61886804, 0.647547216
6897600, 1.69781154, 0.679124616
6901200, 1.58202774, 0.632811096
6904800, 1.2683589, 0.50734356
6908400, 0.98521488, 0.394085952
6912000, 0.78546, 0.314184
6915600, 0.667641, 0.2670564
6919200, 0.64077, 0.256308
6922800, 0.6201, 0.24804
6926400, 0.6232005, 0.2492802
6930000, 0.663507, 0.2654028
6933600, 0.8526375, 0.341055
6937200, 1.169922, 0.4679688
6940800, 1.180257, 0.4721028
6944400, 1.140984, 0.4563936
6948000, 1.1296155, 0.4518462
6951600, 1.1378835, 0.4551534
6955200, 1.221597, 0.4886388
6958800, 1.0924095, 0.4369638
6962400, 0.973557, 0.3894228
6966000, 0.8712405, 0.3484962
6969600, 0.8733075, 0.349323
6973200, 0.9518535, 0.3807414
6976800, 1.196793, 0.4787172
6980400, 1.59159, 0.636636
6984000, 1.670136, 0.6680544
6987600, 1.552317, 0.6209268
6991200, 1.227798, 0.4911192
6994800, 0.946686, 0.3786744
6998400, 0.7590978, 0.30363912
7002000, 0.65407194, 0.261628776
7005600, 0.62599572, 0.250398288
7009200, 0.6031188, 0.24124752
7012800, 0.62495586, 0.249982344
7016400, 0.65615166, 0.262460664
7020000, 0.8266887, 0.33067548
7023600, 1.15736418, 0.462945672
7027200, 1.21559634, 0.486238536
7030800, 1.143846, 0.4575384
7034400, 1.10849076, 0.443396304
7038000, 1.16256348, 0.465025392
7041600, 1.20935718, 0.483742872
7045200, 1.12928796, 0.451715184
7048800, 1.06689636, 0.426758544
7052400, 0.93795372, 0.375181488
7056000, 0.93483414, 0.373933656
7059600, 0.97018938, 0.388075752
7063200, 1.17816138, 0.471264552
7066800, 1.54211238, 0.616844952
7070400, 1.65441726, 0.661766904
7074000, 1.55043126, 0.620172504
7077600, 1.24887186, 0.499548744
7081200, 0.98578728, 0.394314912
7084800, 0.81537638, 0.326150552
7088400, 0.70869162, 0.283476648
7092000, 0.65426062, 0.261704248
7095600, 0.6313996, 0.25255984
7099200, 0.6259565, 0.2503826
7102800, 0.65643786, 0.262575144
7106400, 0.73046402, 0.292185608
7110000, 0.92641562, 0.370566248
7113600, 1.20401372, 0.481605488
7117200, 1.3009009, 0.52036036
7120800, 1.29328056, 0.517312224
7124400, 1.34117984, 0.536471936
7128000, 1.47943458, 0.591773832
7131600, 1.29763504, 0.519054016
7135200, 1.22905198, 0.491620792
7138800, 1.05922726, 0.423690904
7142400, 1.03636624, 0.414546496
7146000, 1.04942968, 0.419771872
7149600, 1.20727958, 0.482911832
7153200, 1.53386558, 0.613546232
7156800, 1.59156244, 0.636624976
7160400, 1.47072562, 0.588290248
7164000, 1.24429266, 0.497717064
7167600, 1.01568246, 0.406272984
7171200, 0.83170356, 0.332681424
7174800, 0.73340128, 0.293360512
7178400, 0.635099, 0.2540396
7182000, 0.63399448, 0.253597792
7185600, 0.61079956, 0.244319824
7189200, 0.63288996, 0.253155984
7192800, 0.68259336, 0.273037344
7196400, 0.80740412, 0.322961648
7200000, 1.04156236, 0.416624944
7203600, 1.2812432, 0.51249728
7207200, 1.4524438, 0.58097752
7210800, 1.58388168, 0.633552672
7214400, 1.58277716, 0.633110864
7218000, 1.34420084, 0.537680336
7221600, 1.23485336, 0.493941344
7225200, 1.09678836, 0.438715344
7228800, 1.02830812, 0.411323248
7232400, 1.05371208, 0.421484832
7236000, 1.20171776, 0.480687104
7239600, 1.56620936, 0.626483744
7243200, 1.67666136, 0.670664544
7246800, 1.55516416, 0.622065664
7250400, 1.23264432, 0.493057728
7254000, 0.95761884, 0.383047536
7257600, 0.761234779, 0.3044939116
7261200, 0.658536902, 0.2634147608
7264800, 0.625715931, 0.2502863724
7268400, 0.60348237, 0.241392948
7272000, 0.618304744, 0.2473218976
7275600, 0.669124312, 0.2676497248
7279200, 0.839581613, 0.3358326452
7282800, 1.12226546, 0.448906184
7286400, 1.250373121, 0.5001492484
7290000, 1.264136754, 0.5056547016
7293600, 1.2704892, 0.50819568
7297200, 1.283194092, 0.5132776368
7300800, 1.309662617, 0.5238650468
7304400, 1.150851467, 0.4603405868
7308000, 1.017450101, 0.4069800404
7311600, 0.918987188, 0.3675948752
7315200, 0.932750821, 0.3731003284
7318800, 0.969806756, 0.3879227024
7322400, 1.183672438, 0.4734689752
7326000, 1.600816392, 0.6403265568
7329600, 1.663282111, 0.6653128444
7333200, 1.547879342, 0.6191517368
7336800, 1.209082222, 0.4836328888
7340400, 0.934868303, 0.3739473212
7344000, 0.741785738, 0.2967142952
7347600, 0.641599124, 0.2566396496
7351200, 0.618323446, 0.2473293784
7354800, 0.610227558, 0.2440910232
7358400, 0.615287488, 0.2461149952
7362000, 0.643623096, 0.2574492384
7365600, 0.832864478, 0.3331457912
7369200, 1.126340418, 0.4505361672
7372800, 1.155688012, 0.4622752048
7376400, 1.131400348, 0.4525601392
7380000, 1.081813034, 0.4327252136
7383600, 1.125328432, 0.4501313728
7387200, 1.205275326, 0.4821101304
7390800, 1.07270516, 0.429082064
7394400, 0.974542518, 0.3898170072
7398000, 0.868283988, 0.3473135952
7401600, 0.858164128, 0.3432656512
7405200, 0.930015134, 0.3720060536
7408800, 1.151640068, 0.4606560272
7412400, 1.515955028, 0.6063820112
7416000, 1.641441292, 0.6565765168
7419600, 1.540242692, 0.6160970768
7423200, 1.230574976, 0.4922299904
7426800, 0.94114698, 0.376458792
7430400, 0.747157368, 0.2988629472
7434000, 0.655056252, 0.2620225008
7437600, 0.633324528, 0.2533298112
7441200, 0.609523116, 0.2438092464
7444800, 0.624010932, 0.2496043728
7448400, 0.65195172, 0.260780688
7452000, 0.829944888, 0.3319779552
7455600, 1.101074016, 0.4404296064
7459200, 1.137293556, 0.4549174224
7462800, 1.17454794, 0.469819176
7466400, 1.13315418, 0.453261672
7470000, 1.182826692, 0.4731306768
7473600, 1.253196084, 0.5012784336
7477200, 1.13315418, 0.453261672
7480800, 1.022425872, 0.4089703488
7484400, 0.929289912, 0.3717159648
7488000, 0.894105216, 0.3576420864
7491600, 0.943777728, 0.3775110912
7495200, 1.150746528, 0.4602986112
7498800, 1.554335688, 0.6217342752
7502400, 1.642297428, 0.6569189712
7506000, 1.564684128, 0.6258736512
7509600, 1.256300616, 0.5025202464
7513200, 0.974823048, 0.3899292192
7516800, 0.776990175, 0.31079607
7520400, 0.655427175, 0.26217087
7524000, 0.6240234, 0.24960936
7527600, 0.606801975, 0.24272079
7531200, 0.6118671, 0.24474684
7534800, 0.649349025, 0.25973961
7538400, 0.837771675, 0.33510867
7542000, 1.153835475, 0.46153419
7545600, 1.1629527, 0.46518108
7549200, 1.129522875, 0.45180915
7552800, 1.10824935, 0.44329974
7556400, 1.12445775, 0.4497831
7560000, 1.2034737, 0.48138948
7563600, 1.074819525, 0.42992781
7567200, 0.972504, 0.3890016
7570800, 0.8630973, 0.34523892
7574400, 0.856006125, 0.34240245
7578000, 0.926917875, 0.37076715
7581600, 1.141679175, 0.45667167
7585200, 1.50940725, 0.6037629
7588800, 1.6086837, 0.64347348
7592400, 1.5235896, 0.60943584
7596000, 1.22576025, 0.4903041
7599600, 0.9360351, 0.37441404
7603200, 0.752191323, 0.3008765292
7606800, 0.63951489, 0.255805956
7610400, 0.611092006, 0.2444368024
7614000, 0.591805049, 0.2367220196
7617600, 0.6090618, 0.24362472
7621200, 0.640529993, 0.2562119972
7624800, 0.811067297, 0.3244269188
7628400, 1.130824742, 0.4523298968
7632000, 1.186655407, 0.4746621628
7635600, 1.1166133, 0.44664532
7639200, 1.090220622, 0.4360882488
7642800, 1.131839845, 0.452735938
7646400, 1.185640304, 0.4742561216
7650000, 1.120673712, 0.4482694848
7653600, 1.039465472, 0.4157861888
7657200, 0.924758833, 0.3699035332
7660800, 0.920698421, 0.3682793684
7664400, 0.939985378, 0.3759941512
7668000, 1.125749227, 0.4502996908
7671600, 1.457687908, 0.5830751632
7675200, 1.59371171, 0.637484684
7678800, 1.523669603, 0.6094678412
7682400, 1.229289733, 0.4917158932
7686000, 0.973483777, 0.3893935108
7689600, 0.801738116, 0.3206952464
7693200, 0.689621704, 0.2758486816
7696800, 0.6346212, 0.25384848
7700400, 0.61346716, 0.245386864
7704000, 0.609236352, 0.2436945408
7707600, 0.635678902, 0.2542715608
7711200, 0.71394885, 0.28557954
7714800, 0.907508316, 0.3630033264
7718400, 1.181453134, 0.4725812536
7722000, 1.267126996, 0.5068507984
7725600, 1.251261466, 0.5005045864
7729200, 1.30626197, 0.522504788
7732800, 1.439532422, 0.5758129688
7736400, 1.2692424, 0.50769696
7740000, 1.208953386, 0.4835813544
7743600, 1.039721066, 0.4158884264
7747200, 1.001643794, 0.4006575176
7750800, 1.009047708, 0.4036190832
7754400, 1.15289518, 0.461158072
7758000, 1.457513356, 0.5830053424
7761600, 1.526263986, 0.6105055944
7765200, 1.428955402, 0.5715821608
7768800, 1.215299598, 0.4861198392
7772400, 0.995297582, 0.3981190328
7776000, 0.82201524, 0.328806096
7779600, 0.720344934, 0.2881379736
7783200, 0.619756227, 0.2479024908
7786800, 0.620837826, 0.2483351304
7790400, 0.599205846, 0.2396823384
7794000, 0.617593029, 0.2470372116
7797600, 0.671672979, 0.2686691916
7801200, 0.792812067, 0.3171248268
7804800, 1.017784659, 0.4071138636
7808400, 1.27628682, 0.510514728
7812000, 1.442853066, 0.5771412264
7815600, 1.543441773, 0.6173767092
7819200, 1.55750256, 0.623001024
7822800, 1.33036677, 0.532146708
7826400, 1.221125271, 0.4884501084
7830000, 1.075109406, 0.4300437624
7833600, 1.015621461, 0.4062485844
7837200, 1.03833504, 0.415334016
7840800, 1.154066133, 0.4616264532
7844400, 1.486117026, 0.5944468104
7848000, 1.616990505, 0.646796202
7851600, 1.52505459, 0.610021836
7855200, 1.21139088, 0.484556352
7858800, 0.947480724, 0.3789922896
7862400, 0.752321682, 0.3009286728
7866000, 0.649020924, 0.2596083696
7869600, 0.612500454, 0.2450001816
7873200, 0.592675056, 0.2370700224
7876800, 0.59997915, 0.23999166
7880400, 0.653194692, 0.2612778768
7884000, 0.817015086, 0.3268060344
7887600, 1.092483774, 0.4369935096
7891200, 1.230218118, 0.4920872472
7894800, 1.25734761, 0.502939044
7898400, 1.260477936, 0.5041911744
7902000, 1.282390218, 0.5129560872
7905600, 1.302215616, 0.5208862464
7909200, 1.157177178, 0.4628708712
7912800, 1.024660044, 0.4098640176
7916400, 0.92344617, 0.369378468
7920000, 0.92866338, 0.371465352
7923600, 0.961010082, 0.3844040328
7927200, 1.141525548, 0.4566102192
7930800, 1.553685138, 0.6214740552
7934400, 1.60690068, 0.642760272
7938000, 1.511947458, 0.6047789832
7941600, 1.201001742, 0.4804006968
7945200, 0.92866338, 0.371465352
7948800, 0.7337655, 0.2935062
7952400, 0.62865855, 0.25146342
7956000, 0.607835475, 0.24313419
7959600, 0.595936575, 0.23837463
7963200, 0.601886025, 0.24075441
7966800, 0.634608, 0.2538432
7970400, 0.822015675, 0.32880627
7974000, 1.115521875, 0.44620875
7977600, 1.141302825, 0.45652113
7981200, 1.1145303, 0.44581212
7984800, 1.0669347, 0.42677388
7988400, 1.117505025, 0.44700201
7992000, 1.188898425, 0.47555937
7995600, 1.04908635, 0.41963454
7999200, 0.94199625, 0.3767985
8002800, 0.8487882, 0.33951528
8006400, 0.84680505, 0.33872202
8010000, 0.909274275, 0.36370971
8013600, 1.113538725, 0.44541549
8017200, 1.46554785, 0.58621914
8020800, 1.589494725, 0.63579789
8024400, 1.518101325, 0.60724053
8028000, 1.2216204, 0.48864816
8031600, 0.929105775, 0.37164231
8035200, 0.735933744, 0.2943734976
8038800, 0.63686574, 0.254746296
8042400, 0.61664778, 0.246659112
8046000, 0.593397126, 0.2373588504
8049600, 0.607549698, 0.2430198792
8053200, 0.634843944, 0.2539375776
8056800, 0.81377289, 0.325509156
8060400, 1.077617268, 0.4310469072
8064000, 1.120074984, 0.4480299936
8067600, 1.150401924, 0.4601607696
8071200, 1.103900616, 0.4415602464
8074800, 1.15242372, 0.460969488
8078400, 1.244415438, 0.4977661752
8082000, 1.112998698, 0.4451994792
8085600, 1.00078902, 0.400315608
8089200, 0.917895384, 0.3671581536
8092800, 0.881503056, 0.3526012224
8096400, 0.92497167, 0.369988668
8100000, 1.105922412, 0.4423689648
8103600, 1.487030958, 0.5948123832
8107200, 1.584077166, 0.6336308664
8110800, 1.534543164, 0.6138172656
8114400, 1.241382744, 0.4965530976
8118000, 0.95529861, 0.382119444
8121600, 0.760957029, 0.3043828116
8125200, 0.632316699, 0.2529266796
8128800, 0.60362001, 0.241448004
8132400, 0.588776895, 0.235510758
8136000, 0.595703682, 0.2382814728
8139600, 0.630337617, 0.2521350468
8143200, 0.815381784, 0.3261527136
8146800, 1.127087199, 0.4508348796
8150400, 1.136982609, 0.4547930436
8154000, 1.103338215, 0.441335286
8157600, 1.074641526, 0.4298566104
8161200, 1.103338215, 0.441335286
8164800, 1.180522413, 0.4722089652
8168400, 1.052871624, 0.4211486496
8172000, 0.951938442, 0.3807753768
8175600, 0.851994801, 0.3407979204
8179200, 0.851994801, 0.3407979204
8182800, 0.922252212, 0.3689008848
8186400, 1.107296379, 0.4429185516
8190000, 1.460562516, 0.5842250064
8193600, 1.555558452, 0.6222233808
8197200, 1.499154615, 0.599661846
8200800, 1.20724002, 0.482896008
8204400, 0.923241753, 0.3692967012
8208000, 0.741274011, 0.2965096044
8211600, 0.626541156, 0.2506164624
8215200, 0.597608523, 0.2390434092
8218800, 0.580648014, 0.2322592056
8222400, 0.596610846, 0.2386443384
8226000, 0.624545802, 0.2498183208
8229600, 0.7981416, 0.31925664
8233200, 1.115402886, 0.4461611544
8236800, 1.170275121, 0.4681100484
8240400, 1.099440054, 0.4397760216
8244000, 1.076493483, 0.4305973932
8247600, 1.124381979, 0.4497527916
8251200, 1.174265829, 0.4697063316
8254800, 1.103430762, 0.4413723048
8258400, 1.021621248, 0.4086484992
8262000, 0.919858194, 0.3679432776
8265600, 0.910879101, 0.3643516404
8269200, 0.931830318, 0.3727321272
8272800, 1.094451669, 0.4377806676
8276400, 1.401736185, 0.560694474
8280000, 1.552385412, 0.6209541648
8283600, 1.501503885, 0.600601554
8287200, 1.223152002, 0.4892608008
8290800, 0.955774566, 0.3823098264
8294400, 0.785282652, 0.3141130608
8298000, 0.673099416, 0.2692397664
8301600, 0.616493196, 0.2465972784
8305200, 0.593850708, 0.2375402832
8308800, 0.5917923, 0.23671692
8312400, 0.619580808, 0.2478323232
8316000, 0.696771108, 0.2787084432
8319600, 0.893349072, 0.3573396288
8323200, 1.158883704, 0.4635534816
8326800, 1.242249228, 0.4968996912
8330400, 1.228869576, 0.4915478304
8334000, 1.280329776, 0.5121319104
8337600, 1.40486346, 0.561945384
8341200, 1.242249228, 0.4968996912
8344800, 1.165058928, 0.4660235712
8348400, 1.01376594, 0.405506376
8352000, 0.980831412, 0.3923325648
8355600, 0.980831412, 0.3923325648
8359200, 1.1063943, 0.44255772
8362800, 1.382220972, 0.5528883888
8366400, 1.4666157, 0.58664628
8370000, 1.393542216, 0.5574168864
8373600, 1.197993456, 0.4791973824
8377200, 0.973626984, 0.3894507936
8380800, 0.804120543, 0.3216482172
8384400, 0.701624232, 0.2806496928
8388000, 0.605467899, 0.2421871596
8391600, 0.608637888, 0.2434551552
8395200, 0.588561291, 0.2354245164
8398800, 0.60229791, 0.240919164
8402400, 0.656187723, 0.2624750892
8406000, 0.776647305, 0.310658922
8409600, 0.999603198, 0.3998412792
8413200, 1.252145655, 0.500858262
8416800, 1.419098409, 0.5676393636
8420400, 1.517368068, 0.6069472272
8424000, 1.539557991, 0.6158231964
8427600, 1.313432109, 0.5253728436
8431200, 1.206709146, 0.4826836584
8434800, 1.064059641, 0.4256238564
8438400, 0.999603198, 0.3998412792
8442000, 1.013339817, 0.4053359268
8445600, 1.108439487, 0.4433757948
8449200, 1.404305127, 0.5617220508
8452800, 1.552237947, 0.6208951788
8456400, 1.490951493, 0.5963805972
8460000, 1.181349234, 0.4725396936
8463600, 0.931976766, 0.3727907064
8467200, 0.74320062, 0.297280248
8470800, 0.64143456, 0.256573824
8474400, 0.59928902, 0.239715608
8478000, 0.58798168, 0.235192672
8481600, 0.59517726, 0.238070904
8485200, 0.64040662, 0.256162648
8488800, 0.80076526, 0.320306104
8492400, 1.0639179, 0.42556716
8496000, 1.21708096, 0.486832384
8499600, 1.24689122, 0.498756488
8503200, 1.24483534, 0.497934136
8506800, 1.27670148, 0.510680592
8510400, 1.28903676, 0.515614704
8514000, 1.15437662, 0.461750648
8517600, 1.02485618, 0.409942472
8521200, 0.92925776, 0.371703104
8524800, 0.91897836, 0.367591344
8528400, 0.93953716, 0.375814864
8532000, 1.10195168, 0.440780672
8535600, 1.48845712, 0.595382848
8539200, 1.54910558, 0.619642232
8542800, 1.49668064, 0.598672256
8546400, 1.18829864, 0.475319456
8550000, 0.92206218, 0.368824872
8553600, 0.724965164, 0.2899860656
8557200, 0.621398712, 0.2485594848
8560800, 0.60088083, 0.240352332
8564400, 0.590133368, 0.2360533472
8568000, 0.596972662, 0.2387890648
8571600, 0.626283922, 0.2505135688
8575200, 0.814853028, 0.3259412112
8578800, 1.092332956, 0.4369331824
8582400, 1.141185056, 0.4564740224
8586000, 1.106988586, 0.4427954344
8589600, 1.057159444, 0.4228637776
8593200, 1.102103376, 0.4408413504
8596800, 1.16756519, 0.467026076
8600400, 1.039572688, 0.4158290752
8604000, 0.950661866, 0.3802647464
8607600, 0.851003582, 0.3404014328
8611200, 0.84025612, 0.336102448
8614800, 0.885200052, 0.3540800208
8618400, 1.07963141, 0.431852564
8622000, 1.403032312, 0.5612129248
8625600, 1.52907073, 0.611628292
8629200, 1.501713554, 0.6006854216
8632800, 1.21641729, 0.486566916
8636400, 0.91841948, 0.367367792
8640000, 0.72688332, 0.290753328
8643600, 0.62758232, 0.251032928
8647200, 0.6057361, 0.24229444
8650800, 0.58686891, 0.234747564
8654400, 0.59779202, 0.239116808
8658000, 0.62261727, 0.249046908
8661600, 0.79838004, 0.319352016
8665200, 1.05457662, 0.421830648
8668800, 1.10522013, 0.442088052
8672400, 1.13798946, 0.455195784
8676000, 1.08635294, 0.434541176
8679600, 1.14494053, 0.457976212
8683200, 1.22835337, 0.491341348
8686800, 1.09727605, 0.43891042
8690400, 0.99003097, 0.396012388
8694000, 0.90463211, 0.361852844
8697600, 0.87086977, 0.348347908
8701200, 0.90562512, 0.362250048
8704800, 1.06649274, 0.426597096
8708400, 1.42298333, 0.569193332
8712000, 1.52625637, 0.610502548
8715600, 1.51533326, 0.606133304
8719200, 1.2313324, 0.49253296
8722800, 0.93839445, 0.37535778
8726400, 0.749653688, 0.2998614752
8730000, 0.618561398, 0.2474245592
8733600, 0.590400832, 0.2361603328
8737200, 0.574863968, 0.2299455872
8740800, 0.585545562, 0.2342182248
8744400, 0.619532452, 0.2478129808
8748000, 0.799177442, 0.3196709768
8751600, 1.10214629, 0.440858516
8755200, 1.114769992, 0.4459079968
8758800, 1.076898886, 0.4307595544
8762400, 1.060390968, 0.4241563872
8766000, 1.094377858, 0.4377511432
8769600, 1.15555426, 0.462221704
8773200, 1.04873832, 0.419495328
8776800, 0.945806596, 0.3783226384
8780400, 0.84481698, 0.337926792
8784000, 0.841903818, 0.3367615272
8787600, 0.902109166, 0.3608436664
8791200, 1.074956778, 0.4299827112
8794800, 1.401230922, 0.5604923688
8798400, 1.50027843, 0.600111372
8802000, 1.478915242, 0.5915660968
8805600, 1.200222744, 0.4800890976
8809200, 0.91764603, 0.367058412
8812800, 0.736236576, 0.2944946304
8816400, 0.614835864, 0.2459343456
8820000, 0.588401838, 0.2353607352
8823600, 0.573716268, 0.2294865072
8827200, 0.588401838, 0.2353607352
8830800, 0.617772978, 0.2471091912
8834400, 0.785188476, 0.3140753904
8838000, 1.093585446, 0.4374341784
8841600, 1.151348688, 0.4605394752
8845200, 1.088690256, 0.4354761024
8848800, 1.063235268, 0.4252941072
8852400, 1.105333902, 0.4421335608
8856000, 1.167013296, 0.4668053184
8859600, 1.08183699, 0.432734796
8863200, 1.005472026, 0.4021888104
8866800, 0.906589188, 0.3626356752
8870400, 0.896798808, 0.3587195232
8874000, 0.91540053, 0.366160212
8877600, 1.059319116, 0.4237276464
8881200, 1.339323984, 0.5357295936
8884800, 1.491074874, 0.5964299496
8888400, 1.462682772, 0.5850731088
8892000, 1.212049044, 0.4848196176
8895600, 0.947708784, 0.3790835136
8899200, 0.773601696, 0.3094406784
8902800, 0.661937472, 0.2647749888
8906400, 0.606608352, 0.2426433408
8910000, 0.581458752, 0.2325835008
8913600, 0.581458752, 0.2325835008
8917200, 0.605602368, 0.2422409472
8920800, 0.680045184, 0.2720180736
8924400, 0.87520608, 0.350082432
8928000, 1.128714048, 0.4514856192
8931600, 1.228306464, 0.4913225856
8935200, 1.205168832, 0.4820675328
8938800, 1.255468032, 0.5021872128
8942400, 1.377192096, 0.5508768384
8946000, 1.224282528, 0.4897130112
8949600, 1.143803808, 0.4575215232
8953200, 1.003972032, 0.4015888128
8956800, 0.9556848, 0.38227392
8960400, 0.95065488, 0.380261952
8964000, 1.069360992, 0.4277443968
8967600, 1.319851008, 0.5279404032
8971200, 1.402341696, 0.5609366784
8974800, 1.370150208, 0.5480600832
8978400, 1.183037184, 0.4732148736
8982000, 0.959708736, 0.3838834944
8985600, 0.792523776, 0.3170095104
8989200, 0.685202848, 0.2740811392
8992800, 0.592328968, 0.2369315872
8996400, 0.596456696, 0.2385826784
9000000, 0.57788192, 0.231152768
9003600, 0.587169308, 0.2348677232
9007200, 0.640829772, 0.2563319088
9010800, 0.75847002, 0.303388008
9014400, 0.974143808, 0.3896575232
9018000, 1.225935216, 0.4903740864
9021600, 1.386916608, 0.5547666432
9025200, 1.481854352, 0.5927417408
9028800, 1.509716516, 0.6038866064
9032400, 1.27959568, 0.511838272
9036000, 1.184657936, 0.4738631744
9039600, 1.051538708, 0.4206154832
9043200, 0.9803354, 0.39213416
9046800, 0.986526992, 0.3946107968
9050400, 1.084560532, 0.4338242128
9054000, 1.33119228, 0.532476912
9057600, 1.488045944, 0.5952183776
9061200, 1.459151848, 0.5836607392
9064800, 1.169178956, 0.4676715824
9068400, 0.922547208, 0.3690188832
9072000, 0.732198972, 0.2928795888
9075600, 0.62875812, 0.251503248
9079200, 0.590221332, 0.2360885328
9082800, 0.582108324, 0.2328433296
9086400, 0.584136576, 0.2336546304
9090000, 0.62875812, 0.251503248
9093600, 0.779862894, 0.3119451576
9097200, 1.043535654, 0.4174142616
9100800, 1.188555672, 0.4754222688
9104400, 1.245346728, 0.4981386912
9108000, 1.213908822, 0.4855635288
9111600, 1.254473862, 0.5017895448
9115200, 1.278812886, 0.5115251544
9118800, 1.158131892, 0.4632527568
9122400, 1.030352016, 0.4121408064
